"<div class=""floa-payment-logo""></div><div class=""floa-payment-text"">With the FLOA PAY solution, your customers can easily split their purchase into monthly payments while you receive funding upfront and in full.<br />Quick and easy to use, the FLOA PAY is a secure, paperless payment solution which works as simply as paying with a credit card at a point of sale.</div>","<div class=""floa-payment-logo""></div><div class=""floa-payment-text"">Met de FLOA Pay betaaloplossing kunt u uw klanten de mogelijkheid bieden om in termijnen te betalen en toch onmiddellijk het volledige bedrag van de transactie ontvangen.<br />FLOA Pay is een gedematerialiseerde, eenvoudige en beveiligde betaaloplossing. U kunt ook uw eigen bankkaart behouden.</div>"
"You can find more informations on website <a href=""https://floapay.readme.io/reference"" target=""_blank"">ReadMe FLOA Pay</a> about merchant configuration.", "U vindt meer informatie over de setup voor webwinkeliers op de volgende website ; <a href=""https://floapay.readme.io/reference"" target=""_blank"">Lees Mij FLOA Pay</a>."
"Merchant Login", "Handelaars-ID"
"Merchant Password", "Wachtwoord handelaar"
"Merchant Code", "Handelaars code"
"Environment", "Ruimte"
"Payment methods", "Betaalmethoden"
"Payment in 1 deferred monthly payment", "Betaling met uitstel van 1 maand"
"Payment in 3 monthly installments", "Betaling in 3 termijnen"
"Payment in 4 monthly installments", "Betaling in 4 termijnen"
"Payment in 10 monthly installments", "Betaling in 10 termijnen"
"Production", "Productie"
"Integration", "Integratie"
"Merchant Site ID", "Loket code"
"Report mode", "Type uitstel"
"Report delay", "Uitstelperiode"
"Customer", "Klant"
"Merchant", "Handelaar"
"Your transaction", "Uw transactie"
"Total amount", "Totaal bedrag"
"including", "waaronder"
"of fees", "kosten "
"Your payment schedule", "Uw betalingsregeling"
"no fees", "kostenloos"
"At", "De"
"Between", "Tussen"
"and", "und"
"Desired payment date", "Gewenste betalingsdatum"
"Pay in multiple times with ", "Betaal in termijnen met "
"Your payment date must be between the day after your purchase and 30 days later.", "Uw betalingsdatum moet tussen de dag na uw aankoop en 30 dagen later plaatsvinden"
"By validating this information, you have used your respected data with a final assessment of your eligibility for payment in severals installments.", "Door deze informatie te valideren, aanvaardt u dat uw gegevens gebruikt zullen worden om te beoordelen of u in aanmerking komt voor een betaling in meerdere termijnen."
"Please complete this information to verify your eligibility.", "Vul deze informatie in om te controleren of u in aanmerking komt."
"More information here", "Vind hier meer informatie"
"Civility", "Aanhef"
"M.", "Meneer"
"Mrs", "Mevrouw"
"Birth name", "Geboortenaam"
"Your maiden name should not exceed 64 characters", "Uw geboortenaam mag niet langer zijn dan 64 tekens"
"Phone number", "Telefoonnummer"
"Your date of birth", "Geboortedatum"
"Your postal code of birth", "Postcode van geboorteplaats"
"Your birth date must be valid in the format « DD/MM/YYYY » and your birth postal code must consist of 5 digits without spaces (99 in the case of a foreign country)", "Uw geboortedatum moet in het formaat DD/MM/JJJJ zijn en uw postcode moet uit 5 cijfers bestaan zonder spaties (99 in het geval u in het buitenland geboren bent)."
"Your birth postal code must consist of 5 digits without spaces.", "Uw postcode moet bestaan uit 5 cijfers zonder spaties (99 in het geval u in het buitenland geboren bent)."
"Phone number is invalid.", "Het telefoonnummer is ongeldig."
"Civility is invalid.", "De ingevoerde aanhef is ongeldig."
"Civility is mandatory.", "Aanhef verplicht."
"Birth date is invalid.", "De geboortedatum is ongeldig."
"Birth date is mandatory.", "Geboortedatum verplicht."
"Your postal code of birth must be composed of 5 digits without spaces (99 in the case of a country of birth abroad)", "Uw postcode moet bestaan uit 5 cijfers zonder spaties (99 in het geval u in het buitenland geboren bent)."
"Please enter a valid phone number.", "Gelieve een geldig telefoonnummer in te voeren"
"You must be over 18 years old.", "U moet ouder zijn dan 18 jaar."
"Maiden name is invalid.", "De geboortenaam is niet geldig."
"Maiden name is mandatory.", "Geboortenaam verplicht."
"Payment date is invalid.", "De betaaldatum is ongeldig."
"By validating this information, you agree that your data will be used for the purpose of evaluating your eligibility for payment in installments.","Ik erken dat mijn persoonlijke gegevens door FLOA zullen worden verwerkt met het doel mijn leningaanvraag te verwerken, de kredietovereenkomst te beheren en, indien van toepassing, voor herstel. Klik hier voor"
"More information here.","meer informatie."
"To continue, you must agree to your personal data being processed by FLOA.","Om verder te gaan, dient u ermee in te stemmen dat FLOA uw persoonsgegevens verwerkt."
"By validating your choice of payment, you have read and accept the general conditions of payment in installments of FLOA.","Door deze betaalmethode te kiezen, gaat u akkoord met de"
"See here.","voorwaarden voor gesplitste betalingen van FLOA."
"To continue, please accept the terms and conditions.","Om verder te gaan dient u de algemene voorwaarden te accepteren."
"An error has occurred, please try again in a few moments...", "Er is een fout opgetreden, probeer het over een paar minuten nog eens..."
"Sorry, your financing request was not accepted by Floa Bank.", "Sorry, uw financieringsaanvraag is niet geaccepteerd door Floa Bank."
"The financing is fully managed by Floa Bank which reserves the right of refusal according to its own rules.", "De financiering wordt volledig beheerd door Floa Bank, die zich het recht voorbehoudt om volgens haar eigen regels de aanvraag te weigeren."
"The reason for refusal cannot be be communicated to you because of banking secrecy.", "De reden van de weigering kan u niet worden meegedeeld wegens het bankgeheim."
"Successfully created Floa Bank Payment. Redirecting customer & awaiting payment return.", "Floa Bank chargeback betaling succesvol aangemaakt. Doorverwijzing van de klant en wachten op de terugbetaling."
"Payment captured", "Betaling vastgelegd"
"Payment authorization accepted", "Betalingstoestemming aanvaard"
"Capture payment required", "Bevestiging van betaling vereist"
"Order payment refused", "Sorry, uw aanvraag voor financiering is niet geaccepteerd door FLOA. De financiering wordt volledig door Floa Bank beheerd, die zich het recht voorbehoudt om volgens haar eigen regels een aanvraag van financiering te weigeren. De reden van de weigering kan u niet worden medegedeeld wegens het bankgeheim."
"Order is canceled", "De bestelling is geannuleerd"
"There was an error when validating your payment. Please try again or contact us if the problem persists.", "Er is een fout opgetreden tijdens de validatie van uw betaling. Probeer het opnieuw of neem contact met ons op als het probleem zich blijft voordoen."
"Bad request", "Ongeldig verzoek"
"No schedules found...", "Betalingsregeling niet gevonden..."
"Rank", "Etape"
"Date", "Datum"
"Due amount", "Bedrag"
"State", "Status"
"Fees amount", "Bedrag van de kosten"
"FLOA Pay order reference", "Referentie FLOA Pay"
"FLOA Pay Payment information", "FLOA Pay Zahlungsinformationen"
"This is a required field.", "Dit veld is verplicht."
"Technical error on Floa Bank payment validation", "Er is een technische fout opgetreden tijdens de bevestiging van de FLOA Bank-betaling"
"PLEASE NOTE, payment capture has not yet been performed for this order.", "LET OP, de betaling is nog niet uitgevoerd voor deze bestelling."
"Make refund", "Een terugbetaling uitvoeren"
"Refunds", "Terugbetalingen"
"Schedules", "Betalingsregeling"
"Order successfully captured.", "De betaalbaarstelling succesvol uitgevoerd"
"The amount to be refunded is invalid.", "Het terug te betalen bedrag is onjuist."
"Refund successfully completed.", "Wij nodigen u uit om de bestelling opnieuw te plaatsen. Wij verontschuldigen ons voor dit ongemak."
"Maximum refund amount", "Maximaal bedrag van terugbetaling"
"* The financing fees will be calculated according to your deferral period.", "* Financieringskosten zullen op basis van uw uitstelperiode berekend worden"
"Up to", "bis zu"
"of fees*", "kosten "
"Place Order", "Bestellung aufgeben"
"without fees", "zonder kosten"
"Pay in", "Betaal in"
"Your payment in several time", "Uw betaling in meerdere termijnen"
"for an amount of", "voor een bedrag van"
"For this purchase, you can pay in :", "Voor deze aankoop kunt u als volgt betalen :"
"Deferred payment", "Uitgestelde betaling"
"Payment in", "Betaling binnen"
"Pay today", "Betaling vandaag"
"Pay today :", "Betaling vandaag :"
"Followed by 9 monthly payments", "Gevolgd door 9 maandelijkse betalingen"
"Today", "Vandaag"
"Total:", "Totaal :"
"Including fees:", "Waarvan dossierkosten :"
"How it works ?", "Hoe werkt het ?"
"At checkout choose FLOA", "Kies FLOA op het moment van betaling"
"Enter your bank details on the secure FLOA platform", "Voer uw bankgegevens in op het beveiligde FLOA-platform"
"And that's it. As easy as paying cash.", "Klaar. Even gemakkelijk als een cashbetaling."
"You get an immediate response.", "U krijgt onmiddellijk antwoord"
"Subject to acceptance by FLOA. You have a withdrawal period.", "Onder voorbehoud van aanvaarding van de aanvraag door FLOA; u heeft 14 kalenderdagen de tijd om uw aanvraag te herroepen."
"Consult the", "Voor meer informatie,"
"conditions here", "klik hier"
"PAYLATER", "PAYLATER"